"(answer_id) Número da resposta","(reviewer) What is your student id (eg m12345)?   ","(author) What is the student id (eg m12345) of the author of this work?   ","(format) Is the submission properly organized?   ","(challenge-dynamics) This game dynamic is engaging?   ","(challenge-survival) This game theme is Freedom?   ","(challenge-quality) This game is beta quality (feature complete, no major bugs)?   ","(challenge-feedback) Challenge Feedback      Give a short, directed, constructive feedback to your colleague (in English).          Highlight the good points. Remark the bad points, and suggest ways to improve.   ","(design-fun) The game is fun to play?   ","(design-goalclear) Are the player&#39;s goals clear?   ","(design-replay) The mechanics and dynamics keep the player motivated and engaged?   ","(design-controlseasy) Are the game controls easy to use?   ","(design-meaningfulchoices) Are there meaningful choices?   ","(design-assetstheme) The assets (characters, animations, etc.) match the theme?   ","(design-difficultyadequate) Is the game difficulty adequate for the demographic target?   ","(design-feedback) Design Feedback      Give a short, directed, constructive feedback to your colleague (in English).          Highlight the good points. Remark the bad points, and suggest ways to improve.   ","(implementation-gamestate) Did you found the implementation and documentation of the game state?   ","(implementation-gamesetup) Did you found the implementation and documentation of the game setup?   ","(implementation-gameviews) Did you found the implementation and documentation of the game views?   ","(implementation-playeractions) Did you found the implementation and documentation of the player actions?   ","(implementation-victoryconditions) Did you found the implementation and documentation of the victory conditions?   ","(implementation-progressionplay) Did you found the implementation and documentation of the progress of play?   ","(implementation-feedback) Implementation Feedback      Give a short, directed, constructive feedback to your colleague (in English).          Highlight the good points. Remark the bad points, and suggest ways to improve.   ","(optional-hardmode) The game features a hard mode?   ","(optional-easymode) The game features an easy mode?   ","(optional-clockmode) The game features an against the clock mode?   ","(optional-other) The game features other optional features?   ","(optional-feedback) Optional features feedback      Give a short, directed, constructive feedback to your colleague (in English).          Highlight the good points. Remark the bad points, and suggest ways to improve.   ","(conceptdoc-pitchline) The concept document has a pitch line?   ","(conceptdoc-introparagraph) The concept document has an introductory paragraph?   ","(conceptdoc-demogbreakdown) The concept document has a demographic breakdown?   ","(conceptdoc-featurelist) The concept document has a bullet-list feature-list?   ","(conceptdoc-featurebreakdown) The concept document has a feature-list breakdown?   ","(conceptdoc-formaldescription) The concept document has a formal game description?   ","(conceptdoc-goals) The concept document describes the goals that motivate the player?   ","(conceptdoc-core) The concept document describes the core, mechanics and dynamics?   ","(conceptdoc-strategic) The concept document describes the elements of strategic choice, and the reasons to include them?   ","(conceptdoc-balance) The concept document describes the skill/change balance?   ","(conceptdoc-feedback) Concept document feedback      Give a short, directed, constructive feedback to your colleague (in English).          Highlight the good points. Remark the bad points, and suggest ways to improve.   ","(formal-gamestate) The formal game description describes and locates (in the source code) the game state?   ","(formal-gamesetup) The formal game description describes and locates (in the source code) the game setup?   ","(formal-gameviews) The formal game description describes and locates (in the source code) the game views?   ","(formal-playeractions) The formal game description describes and locates (in the source code) the player actions?   ","(formal-victoryconditions) The formal game description describes and locates (in the source code) the victory conditions?   ","(formal-progressionplay) The formal game description describes and locates (in the source code) the progression of play?   ","(formal-feedback) Formal game description feedback      Give a short, directed, constructive feedback to your colleague (in English).          Highlight the good points. Remark the bad points, and suggest ways to improve.   "
1,m61617,m61609,"YES. Archive name and content are fine.","YES. No errors.","YES. No errors.","YES. No errors.","This game is very good. The dynamics are engaging, and its theme revolves around freedom. There are no major bugs, which makes it beta quality.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","As said before, this game is very good. The game is fun to play, with no errors encountered during testing. The player’s goals are clear and well-defined, ensuring that players know exactly what they need to accomplish. The mechanics and dynamics keep the player motivated and engaged throughout the gameplay, with smooth and intuitive controls that make the game easy to pick up. There are meaningful choices that add depth to the experience, allowing players to feel in control of their decisions. The assets, including characters, animations, and other visual elements, match the game’s theme perfectly, enhancing the overall experience. Finally, the game’s difficulty is appropriately tailored to the target demographic, offering a challenge that is neither too easy nor too difficult.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","After looking at the code, I quickly discovered the player actions and the victory conditions, both of which were well-documented with no errors. However, when I searched for the implementation and documentation for the game state, game setup, game views, and progress of play, I found that some parts were missing or incomplete. There were some errors in the available documentation, but none of them were critical. Due to this incomplete information, I couldn’t fully locate or understand these components, which made it harder to get a complete view of the game&#039;s structure. Despite this, the well-documented player actions and victory conditions made it easier to grasp the core aspects of the gameplay.","NO. There are critical errors.","NO. There are critical errors.","NO. There are critical errors.","YES. No errors.","The game doesn&#039;t feature an easy or hard mode, only a normal mode. It does offer a timed mode, but it&#039;s not an &#039;against the clock&#039; mode. Instead, it&#039;s a different mode that tracks the time the player takes to finish the game, providing a way to challenge completion speed but not in the traditional sense of racing against a timer during gameplay","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","NO. There are critical errors.","NO. There are critical errors.","NO. There are critical errors.","NO. There are critical errors.","The concept document is well-structured in several key areas. It includes a pitch line, an introductory paragraph, a demographic breakdown, a bullet-list feature list, a feature-list breakdown, and a formal game description, all of which are error-free. However, there are significant gaps in crucial sections. The document does not describe the goals that motivate the player, the core mechanics and dynamics, the elements of strategic choice or the reasons for including them, nor the skill/balance change. These missing components are critical, as they are essential for understanding the depth of the gameplay and how the game engages players. The absence of this information leaves important aspects of the game unclear and makes it harder to fully grasp its design and experience.","NO. There are critical errors.","YES. No errors.","YES. No errors.","YES. No errors.","NO. There are critical errors.","YES. No errors.","The formal game description does a good job of describing and locating the game setup, game views, player actions, and the progression of play in the source code, with no errors. However, it does not describe or locate the victory conditions in the source code, which is a critical omission. Despite this, by playing the game and reviewing the &#039;Condições de Vitória&#039; section in the feature breakdown, it is possible to infer the victory conditions. This lack of direct description in the formal game documentation makes it less accessible for developers or team members who rely solely on the documentation to understand the full scope of the game."
2,m61617,m56972,"YES. Archive name and content are fine.","YES. No errors.","YES. No errors.","YES. No errors.","The game is very good. Its dynamics are engaging, and no major bugs were found, making it beta quality. Additionally, the theme of this game is Freedom.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","NO. There are critical errors.","YES. No errors.","YES. No errors.","The only thing this game lacks are meaningful choices. However, it is fun to play, its goals are clear, and controlling the character is easy. The difficulty is well-suited to the target audience, and the assets align perfectly with the theme.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","Everything was found within the code, including the implementation and documentation of the game state, game setup, game views, player actions, victory conditions, and progress of play.","NO. There are critical errors.","NO. There are critical errors.","NO. There are critical errors.","NO. There are critical errors.","There are no optional features implemented in this game.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","NO. There are critical errors.","NO. There are critical errors.","NO. There are critical errors.","NO. There are critical errors.","The concept document is well-structured and includes most key elements. However, it could be improved by adding the goals that motivate the player, the core mechanics and dynamics, the elements of strategic choice along with their justification, and the skill/challenge balance. Including these aspects would provide a more complete and refined game design.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","The formal game description in the document effectively covers the state, setup, views, player actions, victory conditions, and progression of play. However, it could be improved by specifying where these elements are located in the source code, making it easier for developers to navigate and understand the implementation."
3,m57376,m57038,"YES. Archive name and content are fine.","YES. No errors.","YES. No errors.","YES. No errors.","I like the 3D design.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","Positives                Well-structured stealth mechanics that encourage strategy.          Meaningful choices in movement, distraction, and enemy avoidance.          Clear objectives and difficulty levels to challenge players.            Improvements                Refine Controls: Improve responsiveness for smoother player movement.          Enhance Player Feedback: Provide clearer UI cues for key actions like hiding and unlocking doors.          Increase Replayability: Introduce random enemy patrols or alternate escape routes for variety.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","Positives                Well-documented game state, setup, and player actions.          Clear implementation of progression and enemy AI behavior.          Victory conditions are properly defined and linked to game flow.            Improvements                Enhance Code Comments: Add more inline comments in key functions for easier readability.          Optimize Player Movement: Improve control responsiveness to refine the stealth experience.          Expand Victory System: Consider adding alternative success conditions, like bonus rewards for undetected runs.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","Positives                Difficulty levels (Gold, Silver, Bronze) provide a scalable challenge.          The time-based ranking system adds replayability.          Map codes make progression more flexible.            Improvements                More Customization: Allow players to set difficulty modifiers, such as reduced enemy detection or extra time.          Bonus Challenges: Introduce optional stealth objectives (e.g., complete without being spotted for extra rewards).          Adaptive Difficulty: Consider scaling difficulty based on player performance for a more personalized experience.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","Positives                Clear and engaging pitch line that sets the game’s tone.          Well-structured feature list and formal description.          Difficulty tiers add strategic variety and motivation.            Improvements                Expand on Strategic Choices: Explain why specific mechanics (stealth, enemy AI) enhance the gameplay experience.          Clarify Skill Progression: Elaborate on how the game balances challenge as the player advances.          Add More Player Motivation: Consider introducing additional incentives, like achievements or unlockable content, to encourage replayability.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","Positives                The document effectively links gameplay elements to specific code functions.          The progression system is well-structured and logically implemented.          The player actions are clearly defined and mapped in the source code.            Improvements                Enhance Clarity: Expand explanations on how each function contributes to gameplay flow.          Refine Victory Conditions: Consider adding more details on how success/failure impacts future gameplay.          Improve Readability: Add more structure to descriptions, such as bullet points or step-by-step breakdowns."
4,m57609,m57376,"YES. Archive name and content are fine.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","The camera placement is bad and affects the progression of the level","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","So the game requires players to explore the level. The second camera angle needs to be fixed","PARTIAL. Some errors, none critical.","YES. No errors.","PARTIAL. Some errors, none critical.","YES. No errors.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","Only the game setup and the player actions are explicitly present in the code.","NO. There are critical errors.","NO. There are critical errors.","NO. There are critical errors.","NO. There are critical errors.","Adding these modes would be good.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","NO. There are critical errors.","YES. No errors.","YES. No errors.","NO. There are critical errors.","PARTIAL. Some errors, none critical.","Still needs to be clarified","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","No direct references to the code are made"
5,m61609,m57376,"YES. Archive name and content are fine.","PARTIAL. Some errors, none critical.","NO. There are critical errors.","YES. No errors.","I don&#039;t think the game fits well in the theme freedom as the player is not running away or escaping from something, this is more of a race game","YES. No errors.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","NO. There are critical errors.","YES. No errors.","YES. No errors.","While the controls for player 1 were easy to understand and there were signs explaining them the controls for player 2 were nowhere to be found. Despite the movement was easy to figure out, I had to randomly press buttons to find which made the player 2 jump.","PARTIAL. Some errors, none critical.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","Most of the points were easy to find and lined up with the documentation, the only point that wasn&#039;t well explained was the game state although it wasn&#039;t very hard to find the implementation","NO. There are critical errors.","YES. No errors.","NO. There are critical errors.","YES. No errors.","Featuring a split-screen multiplayer makes the game much more enjoyable","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","YES. No errors.","YES. No errors.","NO. There are critical errors.","NO. There are critical errors.","Document is well structured and everything was easy to find and understand","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","YES. No errors.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","YES. No errors.","Most of the points explained what happened and how it worked but lacked the location in the source code although most of that was easy to find"
6,m56972,m61609,"YES. Archive name and content are fine.","YES. No errors.","YES. No errors.","YES. No errors.","This engaging game explores the theme of freedom and features strategic gameplay that captivates players.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","YES. No errors.","The game is fun to play and the goal is clear. The strategy keeps the player engaged and motivated and allow them to make meaningful choices. The controls are also easy to discover and to use. The difficulty is adequate but the game could have some sounds and music to keep the player more excited. The animation of the player is not visible if we make short distances like one click in each direction at a time.","NO. There are critical errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","I could not found any information about the game state in your game or in your document and the progression of play is not very clear in the documentation. The victory conditions, player actions, game views and game setup are clear in the documentation and in the code.","NO. There are critical errors.","NO. There are critical errors.","NO. There are critical errors.","YES. No errors.","The game does not have a against the clock, hard or easy mode, but possesses a time mode, where the player can try to beat his time. The best time is not being saved, preventing the player to check what score to beat. There is a normal mode where the player can practice and play the game for fun.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","NO. There are critical errors.","The concept has all the required key points, with only one missing. The description of the skill/change balance is not presented. I could not found any information about the skill/change balance.","NO. There are critical errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","I could not found any information about the game state in your game or in your document and the progression of play is not very clear in the documentation, although that information is visible in the code. All the remaining sections are in the code and in the document."
7,m56972,m57609,"YES. Archive name and content are fine.","YES. No errors.","YES. No errors.","YES. No errors.","The theme of the game is freedom and does not present any errors. The dynamic is interesting and keeps the player engaged.","PARTIAL. Some errors, none critical.","YES. No errors.","PARTIAL. Some errors, none critical.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","YES. No errors.","While the game play offers a degree of fun, because the straightforward win condition, requiring only forward movement without enemy encounters, limits strategic depth and player engagement; the lack of player aiming control reduces the sense of challenge. The assets could be better, since in some cases they don&#039;t match, like the freedom direction and the rest of the arena. Some musics/sounds could be added to increase the player&#039;s excitement. The controls are easy to use, the difficulty is adequate, there are meaningful choices and the goal is clear.","NO. There are critical errors.","NO. There are critical errors.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","NO. There are critical errors.","I couldn&#039;t find these sections specifically in the document, but for some of them they were present. In  the code and in the documentation i couldn&#039;t find any information about the game state or the game setup. In the documentation i could understand what are the game views and what are the player actions. The progression of play i could not found in the documentation and in the code, but the victory conditions i just found in the code.","YES. No errors.","YES. No errors.","NO. There are critical errors.","NO. There are critical errors.","The game presents a easy and a hard mode. For each mode some attributes of the enemies are changed and the freedom exit is also different.","NO. There are critical errors.","NO. There are critical errors.","PARTIAL. Some errors, none critical.","YES. No errors.","YES. No errors.","NO. There are critical errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","The concept document does not have any pitch line. There are a conclusion, but not any introduction to the game.The demographic breakdown lacks information like the intended platforms and the genre of the game. I also could not found any formal description of the game in the document. The concept document outlines all other necessary points.","NO. There are critical errors.","NO. There are critical errors.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","NO. There are critical errors.","I could not found the formal game description section, but indirectly i could retrieve some informations like the player actions and the game views. The victory conditions i could only found in the source code. The rest of the required information i could not found."
8,m57376,m60630,"YES. Archive name and content are fine.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","Positives                Classic and accessible gameplay: The game’s simple mechanics make it easy to pick up and play.          Exploration element: A variety of environments (forests, ruins) encourages movement and discovery.          Clear victory conditions: The objective of defeating all slimes is straightforward.            Improvements                Enhance the sense of freedom: Introduce multiple paths to victory, such as alternative goals (e.g., diplomacy, resource collection).          Improve game dynamics: Add mechanics like different enemy behaviors, boss fights, or item pickups to keep combat engaging.          Clarify game completeness: Ensure all mechanics function properly and consider including a testing phase for balancing difficulty.","PARTIAL. Some errors, none critical.","YES. No errors.","PARTIAL. Some errors, none critical.","YES. No errors.","PARTIAL. Some errors, none critical.","YES. No errors.","YES. No errors.","Positives                Simple and accessible gameplay suitable for younger audiences.          Clear goals and structured combat make the game easy to understand.          Retro pixel-art assets complement the game’s theme.            Improvements                Add gameplay variety: Introduce new enemy types, boss fights, or special abilities to make combat more engaging.          Increase meaningful choices: Implement power-ups or defensive strategies to offer different ways to play.          Improve difficulty balance: Consider adaptive difficulty based on player performance to enhance long-term engagement.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","Positives                Core game logic is well-structured and clearly implemented.          Victory and defeat conditions are functional and properly linked to the game loop.          Player actions are straightforward and responsive.            Improvements                Enhance UI feedback: Display health bars, remaining slimes, or a progress tracker for better player awareness.          Expand progression mechanics: Introduce level-ups, enemy scaling, or unlockable abilities to create a more engaging experience.          Improve documentation clarity: Add more comments in key functions for better readability and easier debugging.","NO. There are critical errors.","NO. There are critical errors.","NO. There are critical errors.","PARTIAL. Some errors, none critical.","Positives                Core mechanics work well, providing a foundation for expansion.          Straightforward combat and exploration make the game accessible to younger players.            Improvements                Add difficulty modes: Implement an easy and hard mode to cater to different player skill levels.          Introduce a time-based challenge: Consider an optional mode where players must defeat slimes within a time limit.          Expand optional content: Include collectibles, power-ups, or achievements to enhance replayability.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","NO. There are critical errors.","YES. No errors.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","NO. There are critical errors.","Positives                Clear game premise with a strong pitch line.          Defined player motivation with an engaging adventure theme.          Simple and effective mechanics suitable for the target audience.            Improvements                Expand feature breakdown: Explain how each mechanic enhances gameplay.          Clarify strategic choices: Justify why players need to make meaningful decisions.          Improve skill progression: Detail how difficulty evolves over time to keep players engaged.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","Positives                Clearly maps game elements to the code for easy reference.          Defines player actions and goals effectively.          Basic mechanics are well-explained and aligned with the code.            Improvements                Expand UI details: Describe how player feedback (e.g., health, enemy count) is presented.          Improve progression explanation: Clarify how the game evolves (e.g., increasing difficulty, new mechanics).          Consider alternative victory conditions: Add more depth beyond defeating all slimes."
9,m60630,m61609,"YES. Archive name and content are fine.","NO. There are critical errors.","NO. There are critical errors.","YES. No errors.","The game fails to follow with the theme of &quot;freedom&quot;. As in, it fails to provide player with freedom in how they approach the challenge the game offers. While it is of beta quality, it needed more paths for the player to take besides just one specific.","PARTIAL. Some errors, none critical.","YES. No errors.","PARTIAL. Some errors, none critical.","YES. No errors.","NO. There are critical errors.","YES. No errors.","YES. No errors.","Even though the game doesn&#039;t offer much when it comes to being a fun experience, it&#039;s overall design matches the theme. It has easy controls, the assets match the them and the difficulty is adequate for the target audience the author wanted the game to be for. The goals are clear but, as I said before, it needs to offer meaningful choices, otherwise the game will feel the same each time the player replays the game.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","The implementation section of the concept document feels extremely lacking. It doesn&#039;t follow the example given by the teacher during classes, but it doesn&#039;t exactly give enough information regarding each subsection. It needs to be better explained and rely less on using text and more on the use of pseudo code to relay each point.","NO. There are critical errors.","NO. There are critical errors.","YES. No errors.","NO. There are critical errors.","The game doesn&#039;t offer no easy or hard mode, but offers an against the clock mode, which allows to compete with friends on who finishes the game in less time. I didn&#039;t find any other optional features that might be relevant to mention. Having an easy and hard mode can provide with more content for the experience. With this game, he could make the hard mode by having the map more complicated to go through.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","YES. No errors.","PARTIAL. Some errors, none critical.","YES. No errors.","PARTIAL. Some errors, none critical.","NO. There are critical errors.","NO. There are critical errors.","Despite the implementation section was lacking, the rest of the concept document was well done, but it did missed some aspects, like describing the elements of strategic choice and the skill/change balance. Outside of that, the rest of it meets the expectations of a concept document.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","PARTIAL. Some errors, none critical.","It&#039;s needs to be better explained, with a few lines of your code inserted in your document."
